"RAW EXTRACTION LOG  —  All 1,195 questions extracted from BRSR, CDP, EcoVadis & GRI",,,,,
Row ID,Source Standard,Module / Section,Question ID,Indicator Type,Question Text
331,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.23,Main question,Is your organization able to break down your emissions data for any of the subsidiaries included in your CDP response?
332,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.23.1,Sub-question,Break down your gross Scope 1 and Scope 2 emissions by subsidiary.
333,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.24,Main question,Report your methane emissions as percentages of natural gas and hydrocarbon production or throughput.
334,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.25,Main question,"Disclose the percentage of your organization’s Scope 3, Category 1 emissions by purchased chemical feedstock."
335,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.25.1,Sub-question,Disclose sales of products that are greenhouse gases.
336,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.26,Main question,Allocate your emissions to your customers listed below according to the goods or services you have sold them in this
337,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.27,Main question,"What are the challenges in allocating emissions to different customers, and what would help you to overcome these"
338,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.28,Main question,Do you plan to develop your capabilities to allocate emissions to your customers in the future?
339,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.29,Main question,What percentage of your total operational spend in the reporting year was on energy?
340,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30,Main question,Select which energy-related activities your organization has undertaken.
341,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.1,Sub-question,Report your organization’s energy consumption totals (excluding feedstocks) in MWh.
342,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.2,Sub-question,Report your organization’s energy consumption totals (excluding feedstocks) for cement production activities in MWh.
343,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.3,Sub-question,Report your organization’s energy consumption totals (excluding feedstocks) for chemical production activities in
344,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.4,Sub-question,Report your organization’s energy consumption totals (excluding feedstocks) for metals and mining production
345,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.5,Sub-question,Report your organization’s energy consumption totals (excluding feedstocks) for steel production activities in MWh. 150
346,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.6,Sub-question,Select the applications of your organization’s consumption of fuel.
347,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.7,Sub-question,State how much fuel in MWh your organization has consumed (excluding feedstocks) by fuel type.
348,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.8,Sub-question,State how much fuel in MWh your organization has consumed (excluding feedstocks) by fuel for cement production
349,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.9,Sub-question,"Provide details on the electricity, heat, steam, and cooling your organization has generated and consumed in the"
350,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.10,Sub-question,Provide details on the electricity and heat your organization has generated and consumed for cement production
351,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.11,Sub-question,"Provide details on electricity, heat, steam, and cooling your organization has generated and consumed for chemical"
352,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.12,Sub-question,"Provide details on the electricity, heat, steam, and cooling your organization has generated and consumed for metals"
353,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.13,Sub-question,"Provide details on the electricity, heat, and steam your organization has generated and consumed for steel production"
354,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.14,Sub-question,"Provide details on the electricity, heat, steam, and/or cooling amounts that were accounted for at a zero or near-zero"
355,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.15,Sub-question,Provide details on the average emission factor used for all transport movements per mode that directly source energy
356,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.16,Sub-question,Provide a breakdown by country/area of your electricity/heat/steam/cooling consumption in the reporting year. .... 184
357,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.17,Sub-question,Provide details of your organization’s renewable electricity purchases in the reporting year by country/area.
358,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.18,Sub-question,"Provide details of your organization’s low-carbon heat, steam, and cooling purchases in the reporting year by"
359,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.19,Sub-question,Provide details of your organization’s renewable electricity generation by country/area in the reporting year.
360,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.20,Sub-question,Describe how your organization’s renewable electricity sourcing strategy directly or indirectly contributes to bringing
361,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.21,Sub-question,"In the reporting year, has your organization faced barriers or challenges to sourcing renewable electricity?"
362,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.30.22,Sub-question,Provide details of the country/area-specific challenges to sourcing renewable electricity faced by your organization in
363,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.31,Main question,Does your organization consume fuels as feedstocks for chemical production activities?
364,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.31.1,Sub-question,Disclose details on your organization’s consumption of feedstocks for chemical production activities.
365,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.31.2,Sub-question,"State the percentage, by mass, of primary resource from which your chemical feedstocks derive."
366,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.32,Main question,Disclose details on your organization’s consumption of feedstocks for steel production activities.
367,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.33,Main question,Does your electric utility organization have a transmission and distribution business?
368,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.33.1,Sub-question,Disclose the following information about your transmission and distribution business.
369,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.34,Main question,Does your organization measure the efficiency of any of its products or services?
370,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.34.1,Sub-question,Provide details of the metrics used to measure the efficiency of your organization's products or services.
371,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.35,Main question,Provide any efficiency metrics that are appropriate for your organization’s transport products and/or services.
372,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.36,Main question,Provide any efficiency metrics that are appropriate for your organization’s transport products and/or services.
373,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.37,Main question,Disclose coal reserves and production by coal type attributable to your organization in the reporting year.
374,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.37.1,Sub-question,Disclose coal resources by coal type attributable to your organization in the reporting year.
375,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.38,Main question,Disclose your net liquid and gas hydrocarbon production (total of subsidiaries and equity-accounted entities).
376,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.38.1,Sub-question,Explain which listing requirements or other methodologies you use to report reserves data. If your organization cannot
377,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.38.2,Sub-question,"Disclose your estimated total net reserves and resource base (million boe), including the total associated with"
378,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.38.3,Sub-question,"Provide an indicative percentage split for 2P, 3P reserves, and total resource base by hydrocarbon categories."
379,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.38.4,Sub-question,"Provide an indicative percentage split for production, 1P, 2P, 3P reserves, and total resource base by development"
380,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.39,Main question,Provide details on your organization’s chemical products.
381,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.40,Main question,Break down the coal production attributed to your organization in the reporting year by grade.
382,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.40.1,Sub-question,Break down the coal production attributed to your organization in the reporting year by mine type.
383,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.41,Main question,"Report your organization’s steel-related consumption, production and capacity figures by steel plant."
384,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.41.1,Sub-question,Report your organization’s steel-related production outputs and capacities by product.
385,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.42,Main question,Provide details on the commodities relevant to the mining production activities of your organization.
386,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.42.1,Sub-question,Provide details on the commodities relevant to the metals production activities of your organization.
387,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.43,Main question,Disclose your total refinery throughput capacity in the reporting year in thousand barrels per day.
388,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.43.1,Sub-question,Disclose feedstocks processed in the reporting year in million barrels per year.
389,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.43.2,Sub-question,Are you able to break down your refinery products and net production?
390,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.43.3,Sub-question,Disclose your refinery products and net production in the reporting year in million barrels per year.
391,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.43.4,Sub-question,Please disclose your petrochemicals production in the reporting year in thousand metric tons.
392,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.44,Main question,Explain which listing requirements or other methodologies you have used to provide reserves data in 7.37. If your
393,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.45,Main question,Describe your gross global combined Scope 1 and 2 emissions for the reporting year in metric tons CO e per unit
394,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.46,Main question,"For your electric utility activities, provide a breakdown of your Scope 1 emissions and emissions intensity relating to your"
395,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.47,Main question,State your organization’s Scope 1 and Scope 2 emissions intensities related to cement production activities.
396,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.48,Main question,Provide the intensity figures for Scope 1 emissions (metric tons CO2e) per unit of hydrocarbon category.
397,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.49,Main question,State your organization’s emissions and energy intensities by steel production process route.
398,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.50,Main question,Provide primary intensity metrics that are appropriate to your indirect emissions in Scope 3 Category 11: Use of sold
399,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.52,Main question,Provide any additional climate-related metrics relevant to your business.
400,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.53,Main question,Did you have an emissions target that was active in the reporting year?
401,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.53.1,Sub-question,Provide details of your absolute emissions targets and progress made against those targets.
402,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.53.2,Sub-question,Provide details of your emissions intensity targets and progress made against those targets.
403,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.53.3,Sub-question,"Explain why you did not have an emissions target, and forecast how your emissions will change over the next five"
404,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.53.4,Sub-question,Provide details of the climate-related targets for your portfolio.
405,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.54,Main question,Did you have any other climate-related targets that were active in the reporting year?
406,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.54.1,Sub-question,Provide details of your targets to increase or maintain low-carbon energy consumption or production.
407,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.54.2,Sub-question,"Provide details of any other climate-related targets, including methane reduction targets."
408,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.54.3,Sub-question,Provide details of your net-zero target(s).
409,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.54.4,Sub-question,"Indicate which targets reported in 7.53.1/2 incorporate methane emissions, or if you do not have a methane-specific"
410,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.54.5,Sub-question,"Indicate which targets reported in 7.53.1/2 incorporate methane emissions, or if you do not have a methane-specific"
411,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.55,Main question,Did you have emissions reduction initiatives that were active within the reporting year? Note that this can include those
412,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.55.1,Sub-question,"Identify the total number of initiatives at each stage of development, and for those in the implementation stages, the"
413,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.55.2,Sub-question,Provide details on the initiatives implemented in the reporting year in the table below.
414,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.55.3,Sub-question,What methods do you use to drive investment in emissions reduction activities?
415,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.55.4,Sub-question,Why did you not have any emissions reduction initiatives active during the reporting year?
416,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.56,Main question,Describe any planned climate-related projects within your public authority for which you hope to attract financing.
417,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.57,Main question,Describe your organization’s efforts to reduce methane emissions from your activities.
418,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.58,Main question,Describe your organization’s efforts to reduce methane emissions from your activities.
419,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.59,Main question,Describe your organization’s efforts to reduce methane emissions from your activities.
420,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.60,Main question,Does your organization conduct leak detection and repair (LDAR) or use other methods to find and fix fugitive methane
421,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.60.1,Sub-question,Describe the protocol through which methane leak detection and repair or other methane leak detection methods are
422,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.60.2,Sub-question,Explain why not and whether you plan to conduct methane leak detection and repair or adopt other methods to find
423,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.61,Main question,Does your organization conduct leak detection and repair (LDAR) or use other methods to find and fix fugitive methane
424,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.61.1,Sub-question,"Describe the protocol through which methane leak detection and repair or other leak detection methods, are conducted"
425,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.61.2,Sub-question,"Explain why you do not conduct LDAR or use other methods to find and fix fugitive methane emissions, and whether"
426,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.62,Main question,"If flaring is relevant to your oil and gas production activities, describe your organization’s efforts to reduce flaring,"
427,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.63,Main question,"If flaring is relevant to your coal mining operations, describe your organization’s efforts to reduce flaring, including any"
428,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.64,Main question,Disclose your organization’s best available techniques as a percentage of Portland cement clinker production capacity.
429,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.65,Main question,Disclose your organization’s best available techniques as a percentage of total plant capacity.
430,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.66,Main question,Is your organization involved in the sequestration of CO ?
431,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.66.1,Sub-question,"Provide, in metric tons CO , gross masses of CO transferred in and out of the reporting organization (as defined by the"
432,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.66.2,Sub-question,Provide gross masses of CO injected and stored for the purposes of CCS during the reporting year according to the injection
433,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.66.3,Sub-question,Provide clarification on any other relevant information pertaining to your activities related to transfer and sequestration
434,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.67,Main question,Do you implement agriculture or forest management practices on your own land with a climate change mitigation and/or
435,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.67.1,Sub-question,Specify the agricultural or forest management practice(s) implemented on your own land with climate change
436,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.68,Main question,Do you encourage your suppliers to undertake any agricultural or forest management practices with climate change
437,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.68.1,Sub-question,Specify which agricultural or forest management practices with climate change mitigation and/or adaptation benefits
438,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.68.2,Sub-question,Do you collect information from your suppliers about the outcomes of any implemented agricultural/forest
439,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.68.3,Sub-question,Why do you not encourage your suppliers to undertake any agricultural/forest management practices with climate
440,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.69,Main question,Do you know if any of the management practices implemented on your own land disclosed in 7.67.1 have other impacts
441,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.69.1,Sub-question,Provide details on those management practices that have other impacts besides climate change mitigation/adaptation
442,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.70,Main question,Do you know if any of the management practices mentioned in 7.68.1 that were implemented by your suppliers have
443,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.70.1,Sub-question,Provide details of those management practices implemented by your suppliers that have other impacts besides
444,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.71,Main question,Does your organization assess the life cycle emissions of any of its products or services?
445,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.71.1,Sub-question,Provide details of how your organization assesses the life cycle emissions of its products or services.
446,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.72,Main question,Does your organization assess the life cycle emissions of new construction or major renovation projects?
447,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.72.1,Sub-question,Provide details of how your organization assesses the life cycle emissions of new construction or major renovation
448,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.72.2,Sub-question,Can you provide embodied carbon emissions data for any of your organization’s new construction or major renovation
449,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.72.3,Sub-question,Provide details of the embodied carbon emissions of new construction or major renovation projects completed in the
450,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.73,Main question,Are you providing product level data for your organization’s goods or services?
451,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.73.1,Sub-question,"Give the overall percentage of total emissions, for all Scopes, that are covered by these products."
452,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.73.2,Sub-question,Complete the following table for the goods/services for which you want to provide data.
453,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.73.3,Sub-question,Complete the following table with data for lifecycle stages of your goods and/or services.
454,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.73.4,Sub-question,Please detail emissions reduction initiatives completed or planned for this product.
455,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.73.5,Sub-question,Have any of the initiatives described in 7.73.4 been driven by requesting CDP Supply Chain members?
456,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.73.6,Sub-question,Explain which initiatives have been driven by requesting members.
457,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.74,Main question,Do you classify any of your existing goods and/or services as low-carbon products?
458,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.74.1,Sub-question,Provide details of your products and/or services that you classify as low-carbon products.
459,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.75,Main question,Provide tracking metrics for the implementation of low-carbon transport technology over the reporting year.
460,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.76,Main question,Does your organization manage net zero carbon buildings?
461,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.76.1,Sub-question,Provide details of the net zero carbon buildings under your organization’s management in the reporting year.
462,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.77,Main question,Did your organization complete new construction or major renovations projects designed as net zero carbon in the last
463,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.77.1,Sub-question,Provide details of new construction or major renovations projects completed in the last 3 years that were designed as
464,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.78,Main question,"Explain your organization’s plan to manage, develop or construct net zero carbon buildings, or explain why you do not"
465,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.79,Main question,Has your organization retired any project-based carbon credits within the reporting year?
466,CDP,Module 7: Environmental Performance – Climate Change .................,CDP-7.79.1,Sub-question,Provide details of the project-based carbon credits retired by your organization in the reporting year.
467,CDP,Module 7: Environmental Performance – Climate Change,CDP-7.51,Main question,"What are your primary intensity (activity-based) metrics that are appropriate to your emissions from transport activities in Scope 1, 2, and 3?"
468,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.1,Main question,Are there any exclusions from your disclosure of forests-related data?
469,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.1.1,Sub-question,Provide details on these exclusions.
470,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.2,Main question,Provide a breakdown of your disclosure volume per commodity.
471,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.2.1,Sub-question,Provide details on any soy embedded in animal products sourced by your organization.
472,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.3,Main question,"Provide details on the land you own, manage and/or control that is used to produce your disclosed commodities."
473,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.4,Main question,"Indicate if any of the land you own, manage and/or control was not used to produce your disclosed commodities in the"
474,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.4.1,Sub-question,"Provide details on the land you own, manage and/or control that was not used to produce your disclosed commodities in the"
475,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.5,Main question,Provide details on the origins of your sourced volumes.
476,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.6,Main question,Does your organization produce or source palm oil derived biofuel?
477,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.6.1,Sub-question,Provide details of how your organization produces or sources palm oil derived biofuel.
478,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.7,Main question,"Did your organization have a no-deforestation or no-conversion target, or any other targets for sustainable production/"
479,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.7.1,Sub-question,Provide details on your no-deforestation or no-conversion target that was active during the reporting year.
480,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.7.2,Sub-question,"Provide details of other targets related to your commodities, including any which contribute to your no-deforestation or no-"
481,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.8,Main question,Indicate if your organization has a traceability system to determine the origins of your sourced volumes and provide
482,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.8.1,Sub-question,Provide details of the point to which your organization can trace its sourced volumes.
483,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.9,Main question,Provide details of your organization's assessment of the deforestation-free (DF) or deforestation- and conversion-free (DCF)
484,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.9.1,Sub-question,Provide details of third-party certification schemes used to determine the deforestation-free (DF) or deforestation- and
485,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.9.2,Sub-question,Provide details of third-party certification schemes not providing full DF/DCF assurance.
486,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.9.3,Sub-question,Provide details of production unit monitoring used to determine deforestation-free (DF) or deforestation- and conversion-free
487,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.9.4,Sub-question,Provide details of the sourcing area monitoring used to determine deforestation-free (DF) or deforestation- and conversion-
488,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.10,Main question,Indicate whether you have monitored or estimated the deforestation and conversion of other natural ecosystems footprint
489,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.10.1,Sub-question,Provide details on the monitoring or estimating of your deforestation and conversion footprint.
490,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.11,Main question,"For volumes not assessed and determined as deforestation- and conversion-free (DCF), indicate if you have taken actions in"
491,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.11.1,Sub-question,Provide details of actions taken in the reporting year to assess and increase production/sourcing of deforestation- and
492,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.12,Main question,Indicate if certification details are available for the commodity volumes sold to requesting CDP Supply Chain members. ... 102
493,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.12.1,Sub-question,Provide details of the certified volumes sold to each requesting CDP Supply Chain member.
494,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.13,Main question,Does your organization calculate the GHG emission reductions and/or removals from land use management and land use
495,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.13.1,Sub-question,Provide details on the actions your organization has taken in its direct operations and/or upstream value chain that have
496,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.14,Main question,Indicate if you assess your own compliance and/or the compliance of your suppliers with forest regulations and/or
497,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.15,Main question,Do you engage in landscape (including jurisdictional) initiatives to progress shared sustainable land use goals?
498,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.15.1,Sub-question,Indicate the criteria you consider when prioritizing landscapes and jurisdictions for engagement in collaborative
499,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.15.2,Sub-question,Provide details of your engagement with landscape/jurisdictional initiatives to sustainable land use during the reporting
500,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.15.3,Sub-question,"For each of your disclosed commodities, provide details on the disclosure volume from each of the"
501,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.16,Main question,Do you participate in any other external activities to support the implementation of policies and commitments related to
502,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.16.1,Sub-question,Provide details of the external activities to support the implementation of your policies and commitments related to
503,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.17,Main question,Is your organization supporting or implementing project(s) focused on ecosystem restoration and long-term protection? . 134
504,CDP,Module 8: Environmental Performance – Forests ........................,CDP-8.17.1,Sub-question,"Provide details on your project(s), including the extent, duration, and monitoring frequency. Please specify any measured"
505,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.1,Main question,Are there any exclusions from your disclosure of water-related data?
506,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.1.1,Sub-question,Provide details on these exclusions.
507,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.2,Main question,"Across all your operations, what proportion of the following water aspects are regularly measured and monitored?"
508,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.2.1,Sub-question,"For your hydropower operations, what proportion of the following water aspects are regularly measured and monitored? 160"
509,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.2.2,Sub-question,"What are the total volumes of water withdrawn, discharged, and consumed across all your operations, how do they compare"
510,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.2.3,Sub-question,"In your oil & gas sector operations, what are the total volumes of water withdrawn, discharged, and consumed (by business"
511,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.2.4,Sub-question,"Indicate whether water is withdrawn from areas with water stress, provide the volume, how it compares with the previous"
512,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.2.5,Sub-question,What proportion of the produced agricultural commodities that are significant to your organization originate from areas with
513,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.2.6,Sub-question,What proportion of the sourced agricultural commodities that are significant to your organization originate from areas with
514,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.2.7,Sub-question,Provide total water withdrawal data by source.
515,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.2.8,Sub-question,Provide total water discharge data by destination.
516,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.2.9,Sub-question,"Within your direct operations, indicate the highest level(s) to which you treat your discharge."
517,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.2.10,Sub-question,"Provide details of your organization’s emissions of nitrates, phosphates, pesticides, and other priority substances to water"
518,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.3,Main question,"In your direct operations and upstream value chain, what is the number of facilities where you have identified substantive"
519,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.3.1,Sub-question,"For each facility referenced in 9.3, provide coordinates, water accounting data, and a comparison with the previous reporting"
520,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.3.2,Sub-question,"For the facilities in your direct operations referenced in 9.3.1, what proportion of water accounting data has been third party"
521,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.4,Main question,Could any of your facilities reported in 9.3.1 have an impact on a requesting CDP supply chain member?
522,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.4.1,Sub-question,Indicate which of the facilities referenced in 9.3.1 could impact a requesting CDP supply chain member.
523,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.15,Main question,Do you have any water-related targets?
524,CDP,Module 9: Environmental Performance – Water security .................,CDP-9.15.1,Sub-question,"Indicate whether you have targets relating to water pollution, water withdrawals, WASH, or other water-related categories."
